event_id,filename,sentence_count,counts,lower_idx,upper_idx,length,anumber,report_type,tokens,prop,chars,prob,pred,event_text,DATE,LOCATION,MINERAL,ORE_DEPOSIT,ROCK,STRAT,TIMESCALE,TRIGGER
a092766_c93_2007_coolgardie_atr_2011_final_10357064_360_362,a092766_c93_2007_coolgardie_atr_2011_final_10357064.json,1993,2,360,362,3,92766,Annual,mineralisation consist of quartz sulphide micro veinlet and disseminate pyrrhotite the empress reef mineralise graphitic shale be within the ultramafic sequence and generally strike 021o,0.0015052684395383846,325,0.5886544,1,"The southern section of the diorite dips steeply to the west, while the northern section of the diorite dips steeply to the east. Mineralisation consists of quartz / sulphide micro-veinlets and disseminated pyrrhotite. The Empress Reef mineralised graphitic shale is within the ultramafic sequence and generally strikes 021o.",,,"quartz, sulphide, pyrrhotite",,"diorite, diorite, shale",,,mineralised
a082447_glenburgh e09_1282 relinquishment report 2009_15172447_122_123,a082447_glenburgh e09_1282 relinquishment report 2009_15172447.json,124,2,122,123,2,82447,Final Surrender,regional au prospect demonstrate several trend which be broadly ne to ene and nw in trend at the level of current assessment in soil grid cu dominate base metal anomalous mineralisation in the nearby glenburgh terrane be host in ~120 strike late shear and quartz vein quartzite,0.016129032258064516,292,0.0053444398,0,"Regional Au prospects demonstrate several trends which are broadly NE to ENE and NW in trend at the level of current assessment in soil grids. Cu dominated, base-metal anomalous mineralisation in the nearby Glenburgh Terrane is hosted in ~120 striking late shears and quartz veins/quartzites.",,,,,"quartz veins, quartzites",,,"prospects, anomalous, mineralisation"
a087623_e77_1385_2010a_11080621_46_48,a087623_e77_1385_2010a_11080621.json,52,2,46,48,3,87623,Annual,the iron kool project e77/1385 have encourage prospectivity for modest tonne of iron ore mineralisation be directly along strike from the koolyanobbing mine and have promising strike length and lateral thickness of the host stratigraphy in outcrop possible mineralisation potential potential in ground mineralise bif be estimate to be 300 million tonne and possible average recovery of 30 which equate to 90 million tonne of product,0.0576923076923077,583,0.0026545173,0,"The Iron Kool project (E77/1385) has encouraging prospectivity for modest tonnes of iron ore mineralisation, being directly along strike from the Koolyanobbing mine and having promising strike length and lateral thickness of the host stratigraphy in outcrop. Possible Mineralisation Potential: Potential in ground mineralised BIF is estimated to be 300 million tonnes; and Possible average recovery of 30% which equates to 90 million tonnes of product. After the completion of the desktop study, a drill program was generated and a POW was lodged with the DMP on the 23 of June 2010.",the 23 of June 2010,Koolyanobbing,Iron,iron ore,BIF,,,"encouraging, prospectivity, mineralisation, Possible, Potential, Potential, mineralised, Possible"
a097998_catalyst minnie creek annual report 09_1174_201306_14112167_274_277,a097998_catalyst minnie creek annual report 09_1174_201306_14112167.json,451,2,274,277,4,97998,Annual,low au result be report at groucho but anomalous zn 134 ppm as 120 ppm and ag 3 ppm be find soil sampling be carry out at the harpo anomaly and indiana prospect,0.008869179600886918,259,0.00055211596,0,"A total of 30 samples were collected. Lower Au results were reported at Groucho but anomalous Zn (134 ppm), As (120 ppm) and Ag (3 ppm) were found. Soil sampling was carried out at the Harpo anomaly and Indiana Prospect. A total of 523 samples were collected.",,,,,,,,anomalous
a072391_c125_2004_2006a_12728776_1306_1308,a072391_c125_2004_2006a_12728776.json,10764,1,1306,1308,3,72391,Annual,this site be rich in bird specie and be note as potentially good habitat for bilby macrotis lagotis although a follow up survey by fmg do not record any bilby at this site,0.00027870680044593093,694,0.028132107000000003,0,"The exceptions were the eastern-most deposit (OB5) which contained some excellent examples of drainage systems, with good stands of Grevillea wickhamii, and which offer good habitat for a range of bird species; and OB 1 which contained Mulga woodland in good condition. This site was rich in bird species and was noted as potentially good habitat for Bilby (Macrotis lagotis), although a follow-up survey by FMG did not record any Bilby at this site. The conservation status of fauna species is assessed under Commonwealth and State Acts such as the Commonwealth Environment Protection and Biodiversity Conservation Act 1999 (EPBC Act) and the Western Australian Wildlife Conservation Act 1950.",,,,,,,,potentially
a074077_wondinong e58-290 annual report 2006_11506785_19_21,a074077_wondinong e58-290 annual report 2006_11506785.json,63,1,19,21,3,74077,Annual,a quick review of the process log indicate that elevated uranium mineralisation occur in many hole broadly but not necessarily exclusively concentrate in area define by wmc,0.047619047619047616,679,0.017702585,0,"Due to the predicted onset of rain, it was decided to attempt to complete one drill traverse across the western part of the area toward the southern end coinciding with one of the better WMC drill lines and a section toward the east in the northcentral part to cover an area of higher ground radiometrics. A quick review of the processed logs indicates that elevated uranium mineralisation occurs in many holes, broadly, but not necessarily exclusively, concentrated in areas defined by WMC. Notably, on line 6922000N, to the west of the fence, elevated values were only recorded on surface and in drill-holes as far as 626800E whereas WMC reported values as far west as 625400E.",,,,uranium,,,,mineralisation
a075360_mt agnes e8_1228 annual report2007_12369458_19_21,a075360_mt agnes e8_1228 annual report2007_12369458.json,226,2,19,21,3,75360,Annual,the current program have involve investigation of the mineralise zone and a preliminary assessment of the possible control on mineralization base on a petrographic analysis and maglag geochemical orientation survey limited maglag sampling conduct at mt agnes have confirm the presence of anomalous orientation survey have be conduct over both the drilled mineralized zone and over perceive background area at the mt padbury project,0.01327433628318584,572,0.013552716999999999,0,The current program has involved investigation of the mineralised zone and a preliminary assessment of the possible controls on mineralization based on a petrographic analysis and MAGLAG geochemical orientation survey. Limited MAGLAG sampling conducted at Mt Agnes has confirmed the presence of anomalous orientation survey has been conducted over both the drilled mineralized zone and over perceived background areas at the Mt Padbury Project. The samples have been taken over both residual soils in the central part of the tenement and colluvium to the south (Figure 5).,,,,,colluvium,,,"mineralised, possible, mineralization, confirmed the presence, anomalous, mineralized"
a074464_moora project annual exploration report 2006_11579772_4_6,a074464_moora project annual exploration report 2006_11579772.json,140,1,4,6,3,74464,Annual,4.1.1 central ridge main pit further drilling of the south hill area at the south end of the central ridge be require as bench become available by mining,0.021428571428571432,356,0.18807869,0,"Mining has taken place at the Central Ridge (Main Pit) from 1989 to 2006 and at the West Ridge (West Pit) from 2002 to 2006. 4.1.1 Central Ridge (Main Pit) Further drilling of the South Hill area at the south end of the Central Ridge is required, as benches become available by mining. The area is currently inaccessible to a drill rig due to steep slopes.","1989 to 2006, 2002, 2006",,,,,,,Further drilling
a082810_e691930_s_2009_11982445_95_97,a082810_e691930_s_2009_11982445.json,121,1,95,97,3,82810,Final Surrender,a total of 4 rc hole be drill and no significant base metal or gold result be obtain from drill,0.02479338842975207,413,0.09876457,0,"Lithology beyond the gravity lows consisted of siltstone, sandstone and minor conglomerate. A total of 4 RC holes were drilled and no significant base metal or gold results were obtained from drilling. Detailed gravity traverses were conducted across the eastern margin of the large gravity anomaly covering the western dune area of the Oldham Range tenement by Haines Surveys Pty Ltd during July and August 2005.","July, August 2005",,gold,base metal,"siltstone, sandstone, conglomerate",,,significant
a100492_e28_2052_2013s_13896215_44_46,a100492_e28_2052_2013s_13896215.json,62,1,44,46,3,100492,Final Surrender,conclusion the priority target area identify from a structural review of the tenement area require detailed surface mapping and geochemical survey follow by several traverse of air core drilling to test for gold anomalism,0.04838709677419355,382,0.20054615,0,"Results from the drill hole were disappointing. Conclusions: The priority target area identified from a structural review of the tenement area requires detailed surface mapping and geochemical surveys followed by several traverses of air core drilling to test for gold anomalism. In 2013, Renaissance Minerals decided to surrender the tenement and concentrate on a project overseas.",2013,,gold,,,,,anomalism
a080937_nar_a2008_9445943_599_602,a080937_nar_a2008_9445943.json,684,2,599,602,4,80937,Annual,recovery be generally good although some core loss be experience in or adjacent to some of the mineralized zone assume to be the washing out of the chloritic clay the core from around the mineralized zone be take down to perth and be cut in half use a core saw,0.005847953216374269,453,0.01814219,0,"The Coronet diamond holes drilled in late 2007 were all LTK48 size core (35.2mm diameter). Recovery was generally good, although some core loss was experienced in or adjacent to some of the mineralized zones assumed to be the washing out of the chloritic clays. The core from around the mineralized zones was taken down to Perth and was cut in half using a core saw. Sampling of the core was done to lithological boundaries, rather than to a set length.",late 2007,Perth,diamond,,clays,,,"mineralized, mineralized"
a091911_bur_c263_2008_2011a_15975113_552_554,a091911_bur_c263_2008_2011a_15975113.json,741,1,552,554,3,91911,Annual,presence of good quality bed mn which have the potential to contain similar resource as at hill 616,0.004048582995951417,181,0.19282046,0,This is based on: ? Presence of good quality bedded Mn which has the potential to contain similar resources as at Hill 616. ? Adjacent structures to that seems to upgrade the ore. ?,,,,,,,,"Presence of, potential"
a078506_20080514_ar_mw_14669465_125_127,a078506_20080514_ar_mw_14669465.json,172,1,125,127,3,78506,Annual,fracture fluid flow and mineralisation,0.017441860465116282,240,0.6257589,1,"Cox S.F., 1999 Deformational Controls on the dynamics of fluid flow in mesothermal gold systems. Fractures, Fluid Flow and Mineralisation. Mungari West Joint Venture Project Annual Report for the Period 28 February 2006 to 27 February 2007.","1999, the Period 28 February 2006 to 27 February 2007",Mungari,gold,,,,,
a085517_e38_1602_2009s_12474789_44_46,a085517_e38_1602_2009s_12474789.json,113,1,44,46,3,85517,Final Surrender,report for cominco exploration ltd . rpt no a1110 unknown 1994 rohde j. cite hootanui well prospect mt .,0.02654867256637168,293,0.021544896,0,"Margaret Mineral Field Sheet SG51-14 Duketon for the period 27 November 1993 to 26 November 1994. for Welcome Stranger Mining Company NL. Report for Cominco Exploration Ltd. (Rpt.No a1110) Unknown (1994) (Rohde, J. cited) Hootanui Well Prospect, Mt. Margaret Mineral Field SG51-14 Duketon W.A.","November 1993, November 1994, 1994",,,,Unknown,,,
a080418_c223_1998_2008a_11026072_134_136,a080418_c223_1998_2008a_11026072.json,451,1,134,136,3,80418,Annual,the deposit have be subject to significant relatively close spaced drilling in the western half figure 7 but only sparsely drill in the eastern half figure 8),0.006651884700665189,485,0.04293847,0,The geological understanding of the deposit is primarily based on geophysical and diamond drill data. The deposit has been subjected to significant relatively close spaced drilling in the western half (Figure 7) but only sparsely drilled in the eastern half (Figure 8). The interpretation of this data indicates that the magnetite deposit consists of a gently east-plunging overturned tightly folded syncline that is offset by north-west and north-east trending faults (Figures 7 & 9).,"8), 7 & 9",,diamond,magnetite deposit,,,,significant
a088487_brightstar_2010_annual report_10445227_185_187,a088487_brightstar_2010_annual report_10445227.json,193,2,185,187,3,88487,Annual,10 m sterilisation drilling be conduct underneath the propose waste dump the drill program be design to test a possible extension of the predominant turtle lode that trend sw ne,0.015544041450777204,405,0.8304818000000002,1,"10m sterilisation drilling was conducted underneath the proposed waste dump. The drill program was designed to test a possible extension of the predominant Turtle lodes that trend SW-NE. 204 blast holes were drilled and each meter sampled at an estimated cost of $28,700 (roughly $12/m so $24,500 + sampler $2100 for 2 weeks) and a further 3 RC drill holes that cost over $8,000 for drilling and sampling.",2 weeks,,,lodes,,,,"proposed, possible"
a082840_appendix 1 - mcelroy geo services report 234 - nov 2008 - cwc resources_17326372_223_226,a082840_appendix 1 - mcelroy geo services report 234 - nov 2008 - cwc resources_17326372.json,285,2,223,226,4,82840,Annual,all of this increase can be attribute to the exploration drilling in block e in the south of the deposit where the drilling have mature much of the resource to measure and indicate resource status in part of the area should be note that with the additional drilling and test the measure resource have increase significantly from 42.4mt in march 2006 to 51.8mt in november 2008 a 22.2 increase,0.014035087719298246,643,0.00073060294,0,"The September 2008 resource estimate for the Measured and Indicated Resources for the EMS Upper and EMS Lower seams is 2.6Mt more than was estimated in March 2007. All of this increase can be attributed to the exploration drilling in Block E in the south of the deposit, where the drilling has matured much of the resources to Measured and Indicated Resources status in part of the area. It should be noted, that with the additional drilling and testing the Measured Resources have increased significantly from 42.4Mt in March 2006 to 51.8Mt in November 2008, a 22.2% increase. Table 7.1 summarises the estimated resources in the project area.","September 2008, March 2007, March 2006, November 2008",,,,,,,"exploration drilling, significantly"
a085145_e39-1298 annual report 2009_16961811_53_55,a085145_e39-1298 annual report 2009_16961811.json,66,1,53,55,3,85145,Annual,page 11 of 14 page 12 of 14 7.0 conclusion tenement e39/1298 have significant potential to host gold mineralisation an extensional flexure of the greenstone belt within tenement e39/1298 the rheological contrast see between the mafic ultramafics and the large granite body to the east historic gold mining along strike within the greenstone belt and significant historic drill result linb049 within the tenement all indicate great potential,0.045454545454545456,603,0.09322356400000001,0,Page 11 of 14 Page 12 of 14 7.0 CONCLUSIONS Tenement E39/1298 has significant potential to host gold mineralisation. An extensional flexure of the greenstone belt within tenement E39/1298; the rheological contrast seen between the mafics/ultramafics and the large granite body to the east; historic gold mining along strike within the greenstone belt; and significant historic drill results (LINB049) within the tenement all indicate great potential. 8.0 RECOMMENDATIONS A detailed regolith study should be completed over tenement E39/1298 in order to establish the suitability for a geochemical survey.,,,"gold, gold",,"granite, regolith","greenstone belt, greenstone belt",,"significant, potential, mineralisation, significant, potential"
a086027_ar_c2372008_feb2010_11663710_2269_2271,a086027_ar_c2372008_feb2010_11663710.json,2511,2,2269,2271,3,86027,Annual,clay pans sand plain and sheet wash drainage line make up the plain at the foot of the hill before significant sand dune dominate the landscape mapping be do on tenement e69/2236 which cover a significant portion of the three layered mafic ultramafic hill flat area at the foot of the hill and some of the sand dune country,0.0011947431302270011,519,0.0008242716,0,"The Cavenagh Range consists of three parallel oriented series of layered mafic/ultramafic intrusions known as the Cavenagh Range itself (N), the Milyugal Hills and Mt Morphet (S). Clay pans, sand plains and sheet wash drainage lines make up the plains at the foot of the hills before significant sand dunes dominate the landscape. Mapping was done on tenement E69/2236 which covers a significant portion of the three layered mafic/ultramafic hills, flat areas at the foot of the hills and some of the sand dune country.",,,,,"Clay, sand, sand, sand",,,"significant, significant"
a095909_e77_1616_2012s_12034471_93_94,a095909_e77_1616_2012s_12034471.json,95,1,93,94,2,95909,Final Surrender,open file datum of the area have be review and a geological interpretation by heron be undertake in 2010 show the high potential for further gold and nickel mineralisation in the area across the mount rankin project include e77/1616 figure 8),0.021052631578947368,416,0.0014561046,0,"Herons work indicated that the ultramafic unit that hosts the Flying Fox, Cosmic Boy and Spotted Quoll nickel sulphide deposits might transect the project area. Open file data of the area has been reviewed and a geological interpretation by Heron was undertaken in 2010 showing the high potential for further gold and nickel mineralisation in the area across the Mount Rankin Project (including E77/1616) (Figure 8).","2010, 8)","Flying Fox, Cosmic Boy, Spotted Quoll","gold, nickel",nickel sulphide deposits,,,,"potential, mineralisation"
a087450_m24 400 m24 429 p24 4159-4161  annual report 2010_request for additional information_9943011_1_3,a087450_m24 400 m24 429 p24 4159-4161  annual report 2010_request for additional information_9943011.json,7,1,1,3,3,87450,Annual,from the exist information the extent of the mineralisation have not be define to the north of the north eastern lode refer to as the stockade prospect in previous report,0.42857142857142855,565,0.112639554,0,The tenements have received intensive exploration in areas historically and the review process aimed to review the information available to date and make recommendations. From the existing information the extent of the mineralisation has not been defined to the North of the North Eastern lode (referred to as the stockade prospect in previous reports). This is followup work based on the previous soil sampling results previously reported and included here from which testing these anomalies should be structured into future drill programs to define (see diagram).,,,,lode,,,,"mineralisation, prospect"
a078581_psr_e47_1411_2008r_17572713_26_28,a078581_psr_e47_1411_2008r_17572713.json,73,1,26,28,3,78581,Partial Surrender,an extensive borefield pilbara iron limit with associate track and pipeline transect the central and southern part of the tenement,0.0410958904109589,481,0.76679903,1,"In wet conditions the numerous creeks in the area can flood and wash out the roads making them impassable. An extensive borefield (Pilbara Iron Limited) with associate tracks and pipelines transect the central and southern parts of the tenement. Turner Project Annual Technical Report E47/1411 API Management Pty LTD Updated: 10/06/2008 Page 4 of 9 Figure 2 Location of the Turner Project (E47/1411), 2.2 Tenure The tenement is held by Aquila Steel Pty Ltd (50%) and AMCI (IO) Pty.",,Pilbara,Iron,,,,,extensive
a076157_c46-2005_2007a_14520332_45_47,a076157_c46-2005_2007a_14520332.json,151,2,45,47,3,76157,Annual,the apparently foliated or lineate magnetic package here name the fairway magnetic package fmp be moderately irregular and patchy and appear to represent a high strain or shear package develop within the greenstone the eastern subdomain contain a sequence of complexly fold variably magnetic mainly mafic and ultramafic volcanic include strongly magnetic fragment of olivine orthocumulate possibly disaggregate fragment of a large layer maficultramafic intrusion,0.019867549668874173,781,0.03714661,0,"The Central Subdomain comprises a package of gabbro or dolerite, discontinuous and locally weakly magnetic ultramafic rocks and discrete lenses or packages of felsic volcanics, sediments and felsic intrusives, again with strike broadly parallel to the gross strike of the greenstone belt. The apparently foliated or lineated magnetic package (here named the Fairway Magnetic Package, FMP) is moderately irregular and patchy, and appears to represent a high strain or sheared package developed within the greenstones. The Eastern Subdomain contains a sequence of complexly folded, variably magnetic, mainly mafic and ultramafic volcanics, including strongly magnetic fragments of olivine orthocumulate, possibly disaggregated fragments of a larger layered maficultramafic intrusion.",,,olivine,,"gabbro, dolerite, felsic volcanics, sediments, greenstones",greenstone belt,,"patchy, possibly"
a088059_unlock-_curbur_annual_report_e091469_-_oct_2010__17310726_63_65,a088059_unlock-_curbur_annual_report_e091469_-_oct_2010__17310726.json,106,3,63,65,3,88059,Annual,the cause of this positive response be uncertain however no valley calcrete have be map in the area and the permian sandstone be associate with a regolith surface cap rather than calcrete near the anomaly tenement e09/1468 and e09/1651 lie over the possible path of the wooramel river where once may have drain south to the lake system in e09/1509 prior to be capture by the low wooramel river,0.02830188679245283,553,0.0002860907,0,"Here a palaeochannel has been interpretive to exist, a positive response in a NOAA AVHRR image, over Permian sandstone south of the river. The cause of this positive response is uncertain, however no valley calcrete have been mapped in the area and the Permian sandstone is associated with a regolith surface cap rather than calcrete near the anomaly. Tenements E09/1468 and E09/1651 lie over the possible path of the Wooramel River where it once may have drained south to the Lake system in E09/1509 prior to being captured by the Lower Wooramel River.",,,,,"sandstone, calcrete, sandstone, regolith, calcrete",,"Permian, Permian","uncertain, possible"
a080397_e69_2177_2008a_appendix1_14692753_101_104,a080397_e69_2177_2008a_appendix1_14692753.json,171,3,101,104,4,80397,Annual,some report potential economic mineral include copper gold nickel uranium and diamond potential mineralization type include iocg nickel sulphide paleo channel uranium vms and kimberlite diamond be also note that in term of magnetic expression some anomaly in the se corner of the airborne survey be not inconsistent with signature of kimberlite be understand kimberlites have potential to exist in the area,0.023391812865497075,502,8.2567996e-05,0,"The Giles complex is identified to the east of the project area. Some reported potential economic minerals include copper, gold, nickel, uranium and diamonds. Potential mineralization types include IOCG, nickel sulphide, paleo-channel uranium, VMS and kimberlite diamonds. It is also noted that, in terms of magnetic expression, some anomalies in the SE corner of the airborne survey are not inconsistent with signatures of kimberlites; it is understood kimberlites have potential to exist in the area.",,,"copper, gold, nickel, diamonds, nickel, sulphide, diamonds","uranium, uranium, VMS","kimberlite, kimberlites, kimberlites",Giles complex,,"potential, Potential, mineralization, potential"
a087194_fourth year partial surrender report ravensthorpe project e74-341_15610200_273_275,a087194_fourth year partial surrender report ravensthorpe project e74-341_15610200.json,312,1,273,275,3,87194,Partial Surrender,theoretically the second derivative zero contour or colour delineate the contact or limit of large source with near vertical dip and shallow depth to the top,0.009615384615384616,425,0.042073958,0,"For this reason, both the TMI and the second derivative maps should be evaluated together. Theoretically, the second derivative, zero contour or colour delineates the contacts or limits of large sources with near vertical dip and shallow depth to the top. The vertical gradient map also aids in determining contact zones between rocks with a susceptibility contrast, however, different, more complicated rules of thumb apply.",,,,,,,,delineates
a098275_dasher eis final report_10743750_12_15,a098275_dasher eis final report_10743750.json,86,3,12,15,4,98275,Co-Funded Drilling,drilling be successful in define host rock geometry and broad zone of chalcopyrite copper mineralisation with associated zone of molybdenum mineralisation be cut by granodiorite and dolerite dyke that be unmineralise and clearly postdate mineralisation 4 11 drill core sample from the dasher prospect be analyse by petrologist dick england,0.04651162790697674,442,0.00080715894,0,"Drilling was successful in defining host rock geometries and broad zones of chalcopyrite (copper) mineralisation with associated zones of molybdenum. Mineralisation is cut by granodiorite and dolerite dykes that are unmineralised and clearly postdate mineralisation. 4 11 drill core samples from the Dasher Prospect were analysed by Petrologist Dick England. 5 Results conform with previous work by Quadrio, and previous petrological reports.",,,"chalcopyrite, copper",,"host rock, granodiorite, dolerite",,,"broad, mineralisation, mineralisation"
a072708_trp_2006a_verification_17221772_41_43,a072708_trp_2006a_verification_17221772.json,145,1,41,43,3,72708,Annual,a compilation of quality control procedure and result for the wingina prospect be complete report for two of the geological mapping exercise wingina and mt berghaus carry out during last year annual reporting period be receive,0.0206896551724138,496,0.13630605,0,"A report has been compiled by Earthscan using remote sensing data to identify major structures and alteration over the project area. A compilation of quality control procedures and results for the Wingina Prospect was completed Reports for two of the geological mapping exercises (Wingina and Mt Berghaus) carried out during last years annual reporting period were received. 5.0 Current Reporting Period: With the granting of E45/2533 late in 2005, exploration over this tenement has intensified.","last years, annual, 2005",,,,,,,
a079744_wa_13341_tropicana group 3_11799247_47_48,a079744_wa_13341_tropicana group 3_11799247.json,60,1,47,48,2,79744,Annual,some 85 hole on three 2 km space line at the hurricane prospect e28/1502 test a broad soil anomaly identify by close space auger drilling see 3.2 geochemistry and surface sampling,0.03333333333333333,309,0.18345393,0,"A total of 217 aircore holes were drilled during the reporting period, for approximately 12,409m (Table 1; Figure 5). Some 85 holes on three 2km-spaced lines at the Hurricane prospect (E28/1502) tested a broad soil anomaly identified by close-spaced auger drilling (see 3.2 Geochemistry and Surface Sampling).",,,,,,,,"prospect, broad"
a100816_e80_4308_2013s_11971728_70_72,a100816_e80_4308_2013s_11971728.json,123,1,70,72,3,100816,Final Surrender,prospect and dolly up some sample and just pan these up so do not assay for uranium,0.024390243902439025,327,0.011968036999999999,0,He was primarily interested only in the gold and bismuth anomalies previously identified by CRA. He prospected and dollied up some samples and just panned these up so he did not assay for uranium. It was also held by Northern Star Resources Pty Ltd 2004-2007 and they drilled 24 aircore holes of varying depth in 2006 and 2007.,"2004-2007, 2006, 2007",,"gold, bismuth",uranium,,,,prospected
a086489_e60_2052 troy project partial surrender report april 10 (2)_14954195_91_93,a086489_e60_2052 troy project partial surrender report april 10 (2)_14954195.json,142,1,91,93,3,86489,Partial Surrender,gossan massivetoplanarbanded occasionallybrecciatedandlocally cherty boxworktexturesprevalent vuggyappearance possibly representschertifiedevaporates,0.02112676056338028,426,0.91877764,1,"ThesuggesteddetailedsequenceatNorthChertis(downsequence): Ptx? Gossan,massivetoplanarbanded,occasionallybrecciatedandlocally cherty,boxworktexturesprevalent.Vuggyappearance.Possibly representschertifiedevaporates. Massivetoplanarbanded,predominantlygreen?gray,butvariably coloured,variablyferruginousandlocallyjasperoidal.Laminarfabrics possiblyrelatetosilicifiedalgalmats.Locallyappearsassiliceous replacementofshalehorizons.",,,,,Gossan,,,Possibly
a078013_c206_1995_2007a_17536420_175_177,a078013_c206_1995_2007a_17536420.json,2287,1,175,177,3,78013,Annual,a report of an aboriginal heritage survey of the propose porphyry haul road at porphyry near lake rebecca,0.0013117621337997375,207,0.21846639999999998,0,"Western Heritage Research Pty Ltd, 2007b. A Report of an Aboriginal Heritage Survey of the Proposed Porphyry Haul Road at Porphyry, near Lake Rebecca. Prepared for Saracen Gold Mines Pty Ltd, September 2007.",September 2007,,Gold,,"Porphyry, Porphyry",,,
a105634_a105634_v1_report_6_8,a105634_a105634_v1_report.json,78,1,6,8,3,105634,Final Surrender,previous exploration page 7 of 10 print 14/5/2015 due to the proximity of the tenement to kalgoorlie historic exploration have be quite extensive but neither focusse nor effective,0.038461538461538464,367,0.10974653,0,"No systemmatic digitisation or data entry was completed during the life of the tenement. Previous Exploration Page 7 of 10 Printed: 14/5/2015 Due to the proximity of the tenement to Kalgoorlie, historic exploration has been quite extensive, but neither focussed nor effective. There is a long history of fragmented ground holding and small-scale exploration activity.",,"Kalgoorlie, long",,,,,,extensive
a087444_kanownabelle_ann_10_9686088_2878_2880,a087444_kanownabelle_ann_10_9686088.json,5998,2,2878,2880,3,87444,Annual,randomly orient thin crystallite of plagioclase have be replace by albite pale yellow to white and lie in an altered groundmass of chlorite dark grey and carbonate small bright pastel to white grain and aggregate this rock appear to have the same mineralogy as the previous two sample so be uncertain as to why be previously log a dolerite when this rock type appear to be basalt,0.0005001667222407468,522,0.0111589935,0,"x4, Image PA285362) This view illustrates the partly-preserved igneous quenched texture of altered meta-basalt. Randomly oriented thin crystallites of plagioclase have been replaced by albite (pale yellow to white), and lie in an altered groundmass of chlorite (dark grey) and carbonate (small bright pastel to white grains and aggregates). This rock appears to have the same mineralogy as the previous two samples, so it is uncertain as to why it was previously logged a dolerite when this rock type appears to be basalt.",,grey,"plagioclase, albite, chlorite, carbonate",,"basalt, dolerite, basalt",,,"bright, uncertain"
a076351_p15-3180_ann07_14326019_62_63,a076351_p15-3180_ann07_14326019.json,83,1,62,63,2,76351,Annual,other component to be see on the image be the general north east trend tindals belt mafics and ultramafic that lie to the west of the prospect,0.024096385542168683,231,0.28131056,0,Other components to be seen on the image are the general north east trending Tindals Belt mafics and ultramafics that lie to the west of the prospect. Three phases of deformation have been recognised in the Tindals area succession.,,,,,,,,prospect
a073988_c21_2005_2006a_17385023_617_619,a073988_c21_2005_2006a_17385023.json,952,1,617,619,3,73988,Annual,as a check for possible transposition error the header record on print drillhole log in the gma report have be examine and in all case reconcile with the collar coordinate in the database,0.0031512605042016808,393,0.0659097,0,"Accuracy of the GMA surveys is indeterminate. As a check for possible transposition error, the header records on printed drillhole logs in the GMA reports have been examined and in all cases reconcile with the collar coordinates in the database. For the purposes of this resource estimate, it is assumed accuracy of the GMA collar surveys is better than +/- 0.2 metres horizontal and vertical.",,,,,,,,possible
a081068_unlock-_gr_2008_a_001_reportbody__13837350_2361_2363,a081068_unlock-_gr_2008_a_001_reportbody__13837350.json,3442,1,2361,2363,3,81068,Annual,6.7.3 spill spill of various substance include hydrocarbon saline water and other chemical be potentially harmful to the environment,0.0008715862870424173,330,0.9218529000000001,1,"As such there are no anticipated long-term effects relating to noise. 6.7.3 Spills Spills of various substances, including hydrocarbons, saline water and other chemicals, are potentially harmful to the environment. A spill response procedure is included in the environmental handbook to assist field personnel to deal with spills.",,long,,,,,,potentially
a078911_mt florry_11722967_11_13,a078911_mt florry_11722967.json,65,1,11,13,3,78911,Annual,4.0 mineralisation no systematic sampling have be undertake during the reporting period but a mmi mobile metal ion sampling program have be plan and the result will be detail in the next annual exploration report,0.04615384615384616,402,0.018120885,0,"29 January 2008 5 February 2008, consulting geologist conducting further assessment of tenement. 4.0 MINERALISATION No systematic sampling has been undertaken during the reporting period but a MMI (Mobile Metal Ion) sampling program has been planned and the results will be detailed in the next Annual Exploration Report. Iron was found to occur as hematite in low ridges at the Mt Florry project area.",29 January 2008 5 February 2008,,"Iron, hematite",,,,,
a073147_report_10374282_24_25,a073147_report_10374282.json,30,1,24,25,2,73147,Annual,recent exploration have uncover previously unknown raft of greenstone that be prospective for nickel sulphide mineralisation,0.06666666666666668,334,0.35909733,0,Recent exploration has uncovered previously unknown rafts of greenstone that are prospective for nickel sulphide mineralisation Mineral Exploration for the year has taken several forms : Mobile Metal Ion (MMI) geochemistry Ground magnetic traverses A regional scale MMI survey was completed to a pattern of approximately 1.5km by 50m.,the year,,"nickel, sulphide",,"unknown, greenstone",,,"prospective, mineralisation"
a092140_e77-1283_2011_12611645_75_77,a092140_e77-1283_2011_12611645.json,151,2,75,77,3,92140,Final Surrender,no significant result be return for the present tenement area in 1993 by reconnaissance geological mapping and a helicopter bear magnetic survey by mining project investor mpi identify ten possible ultramafic komatiitic channel,0.019867549668874173,351,0.03794099,0,No significant results were returned for the present tenement areas. In 1993 by reconnaissance geological mapping and a helicopter-borne magnetic surveys by Mining Project Investors (MPI) identified ten possible ultramafic komatiitic channels. Follow-up soil sampling defined several nickel and copper anomalies coincident with the heli-mag anomalies.,1993,,"nickel, copper",,,,,"significant, possible"
